source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Gizmodo.com'}",Matt Novak,Cards Against Humanity Sues Elon Musk’s SpaceX for Trespassing in Troll-Filled Lawsuit,Cards Against Humanity originally purchased the property in 2017 to protect it from Donald Trump's border wall.,https://gizmodo.com/cards-against-humanity-sues-elon-musks-spacex-for-trespassing-in-troll-filled-lawsuit-2000501664,https://gizmodo.com/app/uploads/2024/09/cards-against-humanity.jpg,2024-09-21T12:00:24Z,"The company behind the hit game Cards Against Humanity has filed a lawsuit against Elon Musk’s SpaceX in Texas over alleged trespassing, according to a website set up by the company. SpaceX has been … [+2809 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}","Cheryl Teh,Kwan Wei Kevin Tan",Elon Musk says Kamala Harris 'exceeded most people's expectations' in the debate but still thinks Trump will 'do a far better job',"""That said, when it comes to getting things done, not just saying nice-sounding words, I strongly believe that Trump will do a far better job,"" Musk wrote.",https://www.businessinsider.com/elon-musk-kamala-harris-exceeded-expectations-debate-versus-trump-2024-9,https://i.insider.com/66e13619a0ff598b26666d73?width=1200&format=jpeg,2024-09-11T07:42:38Z,"Elon Musk says Kamala Harris ""exceeded most people's expectations"" during the ABC presidential debate — but he's still going to back Trump.Jeff Kowalsky/AFP via Getty Images; Jared Siskin/Patrick McM… [+2949 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Katie Balevic,Elon Musk's pro-Trump super PAC is running ads targeting young men who don't vote,"Elon Musk's Trump-supporting super PAC is turning its attention to young men, who turn out to vote less than young women.",https://www.businessinsider.com/elon-musk-trump-america-pac-targets-young-men-vote-2024-9,https://i.insider.com/66f86f297518aa57bc9f06ac?width=1200&format=jpeg,2024-09-29T10:19:02Z,"Elon Musk endorsed former President Donald Trump in July. Steve Granitz/FilmMagic via Getty Images
<ul><li>Elon Musk's super PAC is trying to get young men to vote for Donald Trump.</li><li>Ads by t… [+2413 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Bryan Metzger,Trump says Mark Zuckerberg told him there's 'no way I can vote for a Democrat' after the assassination attempt,"A spokesman for Meta said that Zuckerberg has ""not communicated to anybody how he intends to vote"" and will not endorse either candidate.",https://www.businessinsider.com/donald-trump-mark-zuckerberg-democrat-assassination-meta-2024-9,https://i.insider.com/66df09a75444ffafa7639a98?width=1200&format=jpeg,2024-09-09T15:03:55Z,"A spokesman for Meta said that Zuckerberg has ""not communicated to anybody how he intends to vote"" and will not endorse Trump or Harris.Emily Elconin and Alex Wong/Getty Images
<ul><li>Trump claims … [+2212 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Aditi Bharade,Trump says he won't run for the presidency again if he loses in November,"Donald Trump, the oldest presidential nominee in US history, now says that he will not run again in 2028 if he loses the election in November.",https://www.businessinsider.com/trump-wont-run-for-presidency-again-if-loses-in-november-2024-9,https://i.insider.com/66f0ceffcfb7f307e573c7a8?width=1200&format=jpeg,2024-09-23T05:34:19Z,"Former President Donald Trump.Kevin Dietsch/Getty Images
<ul><li>Donald Trump says November will be his last election bid and that he will not run again in 2028.</li><li>""Hopefully, we're going to b… [+2272 chars]"
"{'id': None, 'name': 'Daily Beast'}",Matt Young,‘Trump Is a Scab’: Harris Campaign Fumes Over Trump’s Wild Anti-Overtime Rant,Former president Donald Trump openly admitted that he “hated” to pay his workers overtime at the Trump organization and would even replace those who spoke...,https://www.thedailybeast.com/trump-is-a-scab-harris-campaign-fumes-over-trumps-wild-anti-overtime-rant,https://media.zenfs.com/en/thedailybeast.com/4165c91f2edc403e84e5e6dcb59edb55,2024-09-30T00:01:59Z,Former president Donald Trump openly admitted that he hated to pay his workers overtime at the Trump organization and would even replace those who spoke out about itcomments the Harris campaign immed… [+3595 chars]
"{'id': None, 'name': 'NPR'}",Stephen Fowler,Conflicting messages from Trump and his campaign highlighted in Arlington incident,"NPR identified two Trump staffers involved in an altercation at Arlington National Cemetery including a deputy campaign manager, highlighting a disconnect between Trump's messaging and his campaign.",https://www.npr.org/2024/09/05/nx-s1-5101991/trump-campaign-arlington-national-cemetery-staff-debate,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5790x3257+0+302/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F3c%2F2d%2Ff0534c444967ac806aaa4b6c4b86%2Fgettyimages-2168643368.jpg,2024-09-05T22:47:05Z,"One of two staffers involved in the altercation at Arlington National Cemetery is a deputy campaign manager for Donald Trumps reelection bid, NPR has learned. The former president insisted this week … [+8559 chars]"
"{'id': None, 'name': 'NPR'}",Brittney Melton,"Harris and Trump’s post-debate plans. And, why climate change puts chocolate at risk","Former President Donald Trump and Vice President Harris are campaigning in swing states heavily post their first presidential debate. And, why climate change could put chocolate in danger.",https://www.npr.org/2024/09/13/g-s1-22506/up-first-newsletter-harris-trump-campaign-swing-states-climate-change-chocolate,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5931x3336+0+618/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F5f%2F3a%2Fb3fee7e34a13844067749c4fffad%2F090624-harris-surrogates-133.JPG,2024-09-13T12:05:15Z,"Good morning. You're reading the Up First newsletter. Subscribe here to get it delivered to your inbox, and listen to the Up First podcast for all the news you need to start your day.
Today's top st… [+6113 chars]"
"{'id': None, 'name': 'NPR'}",Megan Pratz,"In interview on X, Trump addresses apparent assassination attempt for the first time",Former President Donald Trump spoke for the first time about the apparent assassination attempt on him Sunday at his golf course and talking to President Biden on Monday.,https://www.npr.org/2024/09/16/nx-s1-5115024/x-interview-trump-assassination-attempt-election,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5039x2834+0+440/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fcc%2F40%2F145eee5c4a3d80ff8522b4fca9b6%2Fgettyimages-2171858505.jpg,2024-09-17T02:11:33Z,"In an interview on the social media platform X, former President Donald Trump spoke publicly for the first time about the apparent attempted assassination the U.S. Secret Service thwarted on Sunday.… [+2156 chars]"
"{'id': None, 'name': 'NPR'}",Claudia Grisales,Speaker Johnson announces plan to keep the government funded until Dec. 20,"The measure does not include any part of the SAVE Act, the election security proposal backed by former President Donald Trump.",https://www.npr.org/2024/09/22/nx-s1-5122524/house-government-funding,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/1024x576+0+54/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F48%2Fc5%2Ff3f0ae44417fa426781f6cd99665%2Fgettyimages-1756564693.jpg,2024-09-22T21:59:36Z,"House Speaker Mike Johnson announced a temporary agreement that would keep the government funded until Dec. 20.
The measure does not include any part of the SAVE Act, the election security proposal … [+1228 chars]"
"{'id': None, 'name': 'NPR'}",Sarah McCammon,Trump tells Jewish voters they have 'no excuse' for supporting Harris,"In a speech to the Israeli-American Council, Trump described himself as Israel's ""protector"" and warned Jewish voters against voting for Vice President Harris.",https://www.npr.org/2024/09/20/g-s1-23859/trump-jewish-voters-israel-election-2024,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/5792x3258+0+301/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F30%2Faf%2F3bc4b2374dbb92fa3ac60a7d10ab%2Fgettyimages-2173232920.jpg,2024-09-20T15:02:25Z,"Former President Donald Trump is casting himself as Israels ""protector"" and warning Jewish voters against supporting his rival, Vice President Harris.
Trump addressed the Israeli-American Council su… [+1392 chars]"
"{'id': None, 'name': 'NPR'}",Greg Allen,Florida wants to take the lead on Ryan Routh’s prosecution in Trump golf incident,Florida is conducting its own investigation into the apparent assassination attempt on former President Donald Trump. Republican Gov. Ron DeSantis says the state’s case should take precedence.,https://www.npr.org/2024/09/17/g-s1-23430/florida-prosecution-ryan-routh-trump,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6000x3375+0+0/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F07%2Ffb%2Fd294e8b94d50b5ab1ac38a0f63d1%2Fgettyimages-2172607659.jpg,2024-09-17T17:05:23Z,"WEST PALM BEACH, Fla. Florida is conducting its own investigation of the man arrested for an apparent assassination attempt on former President Donald Trump. Republican Gov. Ron DeSantis says he beli… [+2720 chars]"
"{'id': None, 'name': 'NPR'}",Carrie Johnson,"Trump campaign hack traced to three Iranians seeking to disrupt election, DOJ says",The Justice Department unveiled criminal charges against three Iranian hackers who allegedly compromised Trump campaign accounts and sought to erode confidence in the U.S. election.,https://www.npr.org/2024/09/27/g-s1-25020/trump-campaign-hack-iran-election,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/7051x3966+0+188/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Feb%2F4a%2F2c349b3b49daaae1fd538af95c40%2Fgettyimages-1246592985.jpg,2024-09-27T17:50:50Z,The Justice Department on Friday unveiled criminal charges against three Iranian hackers employed by Iran's Revolutionary Guard Corp. for targeting and compromising the electronic accounts of Trump c… [+1879 chars]
